"rt","responses","trial_type","time_elapsed","sequence","stimulus","graphorder","button_pressed","response","key_press","stimulus_left","stimulus_right","accuracy","cumulative_accuracy","stimulus_down_left","stimulus_down_mid","stimulus_down_right","stimulus_correct","stimulus_short","stimulus_far","weighted_accuracy","condition","specific_pairs","imgL_ID","imgR_ID","linedress","linedressed","linedressed_detor","detour_trial","problems","smooth","distraction","strategies","easier","similar","comments"
"null","","learn_phase(without_color)","715043","","black_plus_sign","","","","null","GW/dustpan.jpg","GW/basket.jpg","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","715599","","green","","","","null","GW/dustpan.jpg","GW/basket.jpg","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","716103","","green","","","","null","GW/dustpan.jpg","GW/basket.jpg","","","","","","","","","","","","","","","","","","","","","","","",""
"982.5","","rt_thecrossant_black","717553","","black_plus_sign","","","","50","","","1","0.984375","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","717657","","black_plus_sign","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","720662","","black_plus_sign","","","","null","GW/snail.jpg","GW/teeth.jpg","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","721247","","blue","","","","null","GW/snail.jpg","GW/teeth.jpg","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","721750","","blue","","","","null","GW/snail.jpg","GW/teeth.jpg","","","","","","","","","","","","","","","","","","","","","","","",""
"972.7000000001863","","rt_thecrossant_black","723173","","black_plus_sign","","","","49","","","1","0.9846153846153847","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","723277","","black_plus_sign","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","726281","","black_plus_sign","","","","null","GW/dustpan.jpg","GW/paint.jpg","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","727081","","green","","","","null","GW/dustpan.jpg","GW/paint.jpg","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","727584","","green","","","","null","GW/dustpan.jpg","GW/paint.jpg","","","","","","","","","","","","","","","","","","","","","","","",""
"716.6000000000931","","rt_thecrossant_black","728791","","black_plus_sign","","","","50","","","1","0.9848484848484849","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","728895","","black_plus_sign","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","731900","","black_plus_sign","","","","null","GW/basket.jpg","GW/barrel.jpg","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","732916","","blue","","","","null","GW/basket.jpg","GW/barrel.jpg","","","","","","","","","","","","","","","","","","","","","","","",""
"440.80000000004657","","rt_plussign_withcolor","733419","","blue","","","","49","GW/basket.jpg","GW/barrel.jpg","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_thecrossant_black","734410","","black_plus_sign","","","","null","","","1","0.9850746268656716","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","734515","","black_plus_sign","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","737519","","black_plus_sign","","","","null","GW/dustpan.jpg","GW/paint.jpg","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","738207","","green","","","","null","GW/dustpan.jpg","GW/paint.jpg","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_plussign_withcolor","738711","","green","","","","null","GW/dustpan.jpg","GW/paint.jpg","","","","","","","","","","","","","","","","","","","","","","","",""
"1122.3000000000466","","rt_thecrossant_black","740029","","black_plus_sign","","","","50","","","1","0.9852941176470589","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","740132","","black_plus_sign","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","learn_phase(without_color)","743136","","black_plus_sign","","","","null","GW/teeth.jpg","GW/snail.jpg","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","black_cross(without_color)","743998","","green","","","","null","GW/teeth.jpg","GW/snail.jpg","","","","","","","","","","","","","","","","","","","","","","","",""
"473.39999999990687","","rt_plussign_withcolor","744501","","green","","","","50","GW/teeth.jpg","GW/snail.jpg","","","","","","","","","","","","","","","","","","","","","","","",""
"null","","rt_thecrossant_black","745646","","black_plus_sign","","","","null","","","1","0.9855072463768116","","","","","","","","","","","","","","","","","","","","","",""
"null","","color_black","745749","","black_plus_sign","","","","null","","","","","","","","","","","","","","","","","","","","","","","","","",""
