"rt","responses","trial_type","time_elapsed","stimulus","button_pressed","key_press","stimulus_left","stimulus_right","cumulative_accuracy","accuracy","stimulus_down_left","stimulus_down_mid","stimulus_down_right","stimulus_correct","stimulus_short","stimulus_far","weighted_accuracy","missedtrial","condition"
"216.60000000009313","","directmemory_phase","977495","GW/pawn.jpg","","50","","","0.84","0","GW/rocking_chair.jpg","GW/fan.jpg","GW/skates.jpg","GW/rocking_chair.jpg","GW/skates.jpg","GW/fan.jpg","0.5","closer",""
"3608.5","","directmemory_phase","984000","GW/couch.jpg","","51","","","0.8461538461538461","1","GW/oven.jpg","GW/backpack.jpg","GW/fan.jpg","GW/fan.jpg","GW/backpack.jpg","GW/oven.jpg","1","",""
"6102.699999999721","","directmemory_phase","990505","GW/couch.jpg","","50","","","0.8148148148148148","0","GW/cake.jpg","GW/mailbox.jpg","GW/globe.jpg","GW/cake.jpg","GW/globe.jpg","GW/mailbox.jpg","0.5","closer",""
"6357.100000000093","","directmemory_phase","997009","GW/skates.jpg","","51","","","0.8214285714285714","1","GW/mailbox.jpg","GW/pawn.jpg","GW/couch.jpg","GW/couch.jpg","GW/pawn.jpg","GW/mailbox.jpg","1","",""
"5693.100000000093","","directmemory_phase","1003514","GW/globe.jpg","","51","","","0.8275862068965517","1","GW/skates.jpg","GW/oven.jpg","GW/cake.jpg","GW/cake.jpg","GW/oven.jpg","GW/skates.jpg","1","",""
"10","","directmemory_phase","1010019","GW/mailbox.jpg","","49","","","0.8333333333333334","1","GW/globe.jpg","GW/couch.jpg","GW/picnic_basket.jpg","GW/globe.jpg","GW/picnic_basket.jpg","GW/couch.jpg","1","",""
"6122.299999999814","","directmemory_phase","1016524","GW/rocking_chair.jpg","","49","","","0.8387096774193549","1","GW/pawn.jpg","GW/fan.jpg","GW/boat.jpg","GW/pawn.jpg","GW/boat.jpg","GW/fan.jpg","1","",""
"2288.5","","directmemory_phase","1023028","GW/rocking_chair.jpg","","49","","","0.8125","0","GW/boat.jpg","GW/skates.jpg","GW/fan.jpg","GW/skates.jpg","GW/boat.jpg","GW/fan.jpg","0.5","closer",""
"null","","thebreak","1023133","<p></p>","","null","","","","","","","","","","","","",""
"20191.80000000028","","intro_0","1043326","instruct","","32","","","","","","","","","","","","",""
"40486.60000000009","","intro_1","1083812","instruct","","32","","","","","","","","","","","","",""
"2941.5","","intro_2","1086756","instruct","","32","","","","","","","","","","","","",""
"3349.7999999998137","","shortestpath_phase","1094260","GW/boat.jpg","","50","GW/picnic_basket.jpg","GW/skates.jpg","1","1","","","","GW/skates.jpg","","","","","Three Edge Diff"
"4179.800000000279","","shortestpath_phase","1101765","GW/boat.jpg","","49","GW/oven.jpg","GW/skates.jpg","0.5","0","","","","GW/skates.jpg","","","","","Three Edge Diff"
"6098.399999999907","","shortestpath_phase","1109270","GW/cake.jpg","","50","GW/oven.jpg","GW/pawn.jpg","0.6666666666666666","1","","","","GW/pawn.jpg","","","","","Two Edge Diff"
"4696.700000000186","","shortestpath_phase","1116775","GW/pawn.jpg","","49","GW/cake.jpg","GW/backpack.jpg","0.75","1","","","","GW/cake.jpg","","","","","Three Edge Diff"
"6039","","shortestpath_phase","1124281","GW/mailbox.jpg","","49","GW/picnic_basket.jpg","GW/skates.jpg","0.8","1","","","","GW/picnic_basket.jpg","","","","","Three Edge Diff"
"5253.299999999814","","shortestpath_phase","1131785","GW/fan.jpg","","50","GW/mailbox.jpg","GW/boat.jpg","0.8333333333333334","1","","","","GW/boat.jpg","","","","","Three Edge Diff"
"4164.299999999814","","shortestpath_phase","1139290","GW/picnic_basket.jpg","","49","GW/mailbox.jpg","GW/fan.jpg","0.8571428571428571","1","","","","GW/mailbox.jpg","","","","","Three Edge Diff"
"6331.0999999996275","","shortestpath_phase","1146795","GW/cake.jpg","","49","GW/picnic_basket.jpg","GW/fan.jpg","0.75","0","","","","GW/fan.jpg","","","","","One Edge Diff"
"6130.299999999814","","shortestpath_phase","1154299","GW/cake.jpg","","49","GW/fan.jpg","GW/oven.jpg","0.7777777777777778","1","","","","GW/fan.jpg","","","","","One Edge Diff"
"6353.600000000093","","shortestpath_phase","1161804","GW/fan.jpg","","49","GW/cake.jpg","GW/globe.jpg","0.8","1","","","","GW/cake.jpg","","","","","Two Edge Diff"
"5696.100000000093","","shortestpath_phase","1169309","GW/oven.jpg","","50","GW/globe.jpg","GW/couch.jpg","0.7272727272727273","0","","","","GW/globe.jpg","","","","","Three Edge Diff"
"6430.300000000279","","shortestpath_phase","1176814","GW/picnic_basket.jpg","","50","GW/globe.jpg","GW/backpack.jpg","0.6666666666666666","0","","","","GW/globe.jpg","","","","","Three Edge Diff"
"4677.600000000093","","shortestpath_phase","1184318","GW/oven.jpg","","49","GW/globe.jpg","GW/fan.jpg","0.6923076923076923","1","","","","GW/globe.jpg","","","","","Three Edge Diff"
"4868.100000000093","","shortestpath_phase","1191824","GW/couch.jpg","","50","GW/rocking_chair.jpg","GW/picnic_basket.jpg","0.6428571428571429","0","","","","GW/rocking_chair.jpg","","","","","Three Edge Diff"
"4178.200000000186","","shortestpath_phase","1199329","GW/oven.jpg","","49","GW/rocking_chair.jpg","GW/fan.jpg","0.6666666666666666","1","","","","GW/rocking_chair.jpg","","","","","Three Edge Diff"
"6744.700000000186","","shortestpath_phase","1206834","GW/fan.jpg","","49","GW/boat.jpg","GW/rocking_chair.jpg","0.6875","1","","","","GW/boat.jpg","","","","","Two Edge Diff"
"63.59999999962747","","shortestpath_phase","1214339","GW/boat.jpg","","50","GW/picnic_basket.jpg","GW/globe.jpg","0.7058823529411765","1","","","","GW/globe.jpg","","","","","Three Edge Diff"
"5493.800000000279","","shortestpath_phase","1221843","GW/boat.jpg","","50","GW/fan.jpg","GW/oven.jpg","0.6666666666666666","0","","","","GW/fan.jpg","","","","","Three Edge Diff"
"5158","","shortestpath_phase","1229347","GW/boat.jpg","","50","GW/fan.jpg","GW/pawn.jpg","0.631578947368421","0","","","","GW/fan.jpg","","","","","One Edge Diff"
"5588.5","","shortestpath_phase","1236853","GW/boat.jpg","","49","GW/mailbox.jpg","GW/skates.jpg","0.6","0","","","","GW/skates.jpg","","","","","One Edge Diff"
"4114.600000000093","","shortestpath_phase","1244358","GW/oven.jpg","","50","GW/backpack.jpg","GW/rocking_chair.jpg","0.6190476190476191","1","","","","GW/rocking_chair.jpg","","","","","Three Edge Diff"
"3857.100000000093","","shortestpath_phase","1251862","GW/cake.jpg","","49","GW/pawn.jpg","GW/picnic_basket.jpg","0.6363636363636364","1","","","","GW/pawn.jpg","","","","","Two Edge Diff"
"4472.200000000186","","shortestpath_phase","1259367","GW/oven.jpg","","49","GW/couch.jpg","GW/rocking_chair.jpg","0.6086956521739131","0","","","","GW/rocking_chair.jpg","","","","","Three Edge Diff"
"6734.600000000093","","shortestpath_phase","1266872","GW/boat.jpg","","50","GW/oven.jpg","GW/globe.jpg","0.625","1","","","","GW/globe.jpg","","","","","Three Edge Diff"
"28.600000000093132","","shortestpath_phase","1274378","GW/couch.jpg","","49","GW/picnic_basket.jpg","GW/globe.jpg","0.6","0","","","","GW/globe.jpg","","","","","Three Edge Diff"
"5835.600000000093","","shortestpath_phase","1281883","GW/backpack.jpg","","50","GW/skates.jpg","GW/couch.jpg","0.6153846153846154","1","","","","GW/couch.jpg","","","","","One Edge Diff"
"5961.5","","shortestpath_phase","1289388","GW/cake.jpg","","50","GW/oven.jpg","GW/skates.jpg","0.6296296296296297","1","","","","GW/skates.jpg","","","","","Two Edge Diff"
"null","","shortestpath_phase","1296893","GW/cake.jpg","","null","GW/skates.jpg","GW/picnic_basket.jpg","0.6071428571428571","0","","","","GW/skates.jpg","","","","","Two Edge Diff"
"null","","warning_page","1299898","warning","","null","","","","","","","","","","","","",""
